index,word,m1_trigram,m2_trigram
185,bakers,4.7e-07,4.7e-07
185,basis,7.95e-05,7.95e-05
185,bread,5.75e-07,5.75e-07
185,know,0.00317724,0.241277
185,recipes,0.000156,0.000156
185,trade,1.89e-06,1.89e-06
186,dam,1.58e-06,5.97e-05
186,beaver,1.58e-05,1.58e-05
186,best,0.0130492,0.0130492
186,ever,0.0132409,0.0132409
186,movie,1.18e-07,1.18e-07
186,movie,1.63e-07,2.7e-07
186,night,0.0361392,0.0361392
186,saw,5.65e-06,5.65e-06
186,seen,0.151568,0.151568
187,dam,0.00642402,6.62e-06
187,beaver,1.55e-07,1.55e-07
187,building,0.000261298,0.000261298
187,logs,2.53e-05,2.53e-05
187,sticks,4.6e-05,4.6e-05
188,reel,3.42e-08,0.000254465
188,believe,0.00168764,0.00168764
188,caught,0.000193707,0.000193707
188,fisherman,3.42e-06,3.42e-06
188,think,0.0207556,0.0207556
189,principle,6.81e-05,6.84e-05
189,believe,1.91e-05,1.91e-05
189,physics,0.000118355,7.07e-05
190,no's,6.24e-08,0.0427093
190,best,2.88e-06,0.42896
190,mother,3.3e-06,3.3e-06
191,prophet,5.1e-08,1.63e-08
191,biblical,1.32e-05,1.32e-05
191,daniel,3.09e-06,3.09e-06
191,dreams,0.000356321,0.000356321
191,interpreting,4.3e-07,4.3e-07
191,known,9.08e-07,9.08e-07
192,pray,4.6e-07,0.522571
192,birds,0.00147652,0.00147652
192,birds,3.07e-05,3.07e-05
192,parish,0.000579344,0.000579344
193,reign,0.000222129,2.02e-05
193,britain,1.79e-05,1.79e-05
193,long,0.0116986,0.0116986
193,place,2.39e-06,2.39e-06
193,queen,0.000533465,0.000533465
193,wet,3.5e-05,3.5e-05
194,flour,3.57e-07,7.27e-07
194,brought,5.6e-07,5.6e-07
194,chef,0.00900026,0.00900026
194,day,0.772638,0.772638
194,girlfriend,0.000869809,0.000869809
194,pastry,1.65e-05,1.65e-05
194,valentine's,2.93e-05,1.2e-05
195,heel,4.19e-05,1.81e-06
195,bruised,3.49e-05,4.87e-05
195,walking,8.78e-05,8.78e-05
196,poll,5.58e-06,1.29e-05
196,candidates,8.5e-05,8.5e-05
196,conducted,1.54e-07,1.54e-07
196,political,2.14e-05,2.14e-05
196,pollsters,2.75e-07,2.75e-07
196,popularity,1.98e-05,1.98e-05
197,waist,1.4e-05,0.00244079
197,belt,2.95e-07,2.95e-07
197,cardboard,2.9e-05,2.9e-05
197,paper,0.000221212,0.00400724
198,brake,1.08e-05,0.00208667
198,careful,0.182404,0.182404
198,fast,0.00159183,0.00159183
198,not,0.143247,0.143247
198,really,8.55e-07,8.55e-07
198,run,0.00106386,0.00106386
199,brake,1.08e-08,0.000209196
199,cars,6.37e-07,6.37e-07
199,slowly,2.12e-07,6.58e-08
200,manor,4.07e-05,0.00439146
200,castle,0.00616594,0.00616594
200,home,0.00139031,0.00139031
200,man's,0.000521151,0.000521151
200,speaking,2.88e-07,0.035517
201,bored,1.34e-05,0.000623643
201,chairman,2.05e-05,2.05e-05
201,executive,5.63e-05,5.63e-05
201,meetings,0.0055089,0.0055089
202,grader,9.87e-09,0.00513445
202,afraid,7.17e-05,7.17e-05
202,cheddar,3.97e-07,3.97e-07
202,cheese,7.27e-06,7.27e-06
202,colby,4.94e-07,4.94e-07
202,jack,5.08e-06,5.08e-06
202,jr,2.64e-08,2.64e-08
202,person,0.000518671,0.000518671
202,school,0.00042049,0.00042049
203,grater,0.00513445,9.87e-09
203,cheese,3.6e-06,3.6e-06
203,cheese,2.12e-05,2.12e-05
203,slices,9.88e-06,1.21e-05
204,cache,1.3e-08,1.3e-08
204,chips,9.38e-05,9.38e-05
204,computer,0.000411391,0.000411391
204,ended,0.00280029,0.00280029
204,online,0.000274406,0.000274406
204,poker,6.32e-07,6.32e-07
204,suddenly,0.000293909,0.000293909
204,tournament,2.56e-07,2.56e-07
205,oar,8.32e-09,0.00144868
205,choose,0.000613834,0.000613834
205,either,0.000590476,0.000590476
205,indecisive,1.51e-06,1.51e-06
205,not,0.00325545,0.00325545
205,rower,5.6e-07,5.6e-07
206,hymn,0.0319114,0.000178525
206,church,0.00028202,0.000257276
206,sang,0.000338593,0.000338593
207,pi,3.71e-07,1.44e-05
207,circumference,1.69e-08,1.69e-08
207,get,0.00223502,0.00223502
207,large,8.63e-05,8.63e-05
208,rain,1.29e-06,6.53e-08
208,city,0.00241838,0.00241838
208,fell,0.0109516,5.61e-07
208,night,0.292739,0.292739
209,marx,9.6e-08,6.18e-07
209,class,1.17e-06,1.17e-06
209,communism,6.21e-05,6.21e-05
209,dropped,0.000253511,0.000253511
209,lousy,1.86e-06,1.86e-06
209,out,0.0336075,0.0336075
210,pail,7.02e-06,6.29e-06
210,clean,0.00473998,0.00473998
210,filled,1.28e-07,1.28e-07
210,floor,0.0186244,0.0186244
210,water,0.000202091,0.00014583
210,worker,2.78e-05,2.78e-05
211,gilt,1.1e-05,1.72e-05
211,complex,6.24e-07,0.426844
211,gold,0.000695513,0.000695513
211,like,0.00210371,0.00210371
211,paint,0.00015256,0.00015256
211,people,1.7e-05,1.7e-05
212,scent,5.42e-06,1.54e-05
212,cost,0.0061447,0.0061447
212,get,0.00598751,0.00338571
212,rid,0.0249333,0.0249333
212,smell,5.54e-05,5.54e-05
213,root,7.19e-05,0.00577511
213,better,0.0462096,0.0462096
213,different,0.0095227,0.0095227
213,farm,0.00317408,0.00317408
213,make,0.0121941,0.0121941
213,take,0.0216307,0.0216307
213,tree,0.000757395,0.000757395
213,want,0.0304622,0.0304622
213,way,0.0416467,0.0416467
214,principal,1.02e-05,0.000815741
214,disliked,1.8e-08,1.8e-08
214,john,1.15e-08,1.15e-08
214,just,0.0140908,0.0140908
214,not,0.020748,0.020748
214,school,6.58e-05,6.58e-05
215,greece,6.92e-05,3.97e-07
215,donuts,3.17e-08,3.17e-08
215,know,0.541176,0.541176
215,made,0.0140678,0.0140678
216,in,0.0528403,7.9e-06
216,close,0.00031756,0.00031756
216,come,3.87e-06,3.87e-06
216,door,0.406474,0.406474
216,room,2.48e-06,7.72e-05
217,roll,1.6e-05,1.62e-05
217,bought,0.000680114,0.000680114
217,dress,6.19e-05,6.19e-05
217,make,0.00970739,0.00970739
217,silk,1.5e-05,2.81e-05
218,prey,0.0524443,9.56e-08
218,eagle's,2.84e-06,2.84e-06
218,easily,0.000824002,0.000824002
218,mouse,8.2e-06,8.2e-06
219,tiers,1.39e-05,0.00185052
219,cake,6.15e-05,6.15e-05
219,emotional,0.00259336,0.00259336
219,even,0.000293954,0.000293954
219,wedding,9.17e-07,9.17e-07
220,thyme,1.5e-07,0.00119477
220,extra,1.71e-05,1.71e-05
220,gardeners,1.2e-07,1.2e-07
220,get,2.69e-06,2.69e-06
220,herb,8.19e-07,8.19e-07
220,work,0.00208931,0.00208931
221,plane,2.94e-07,0.00067388
221,eat,0.000574146,0.000574146
221,expect,0.00958687,0.00958687
221,fancy,1.27e-05,1.27e-05
221,flying,0.000791233,0.000791233
221,food,2.59e-06,0.000370926
221,not,0.175522,0.175522
222,pole,0.000479014,8.52e-05
222,flag,4.89e-05,4.89e-05
222,raised,0.0016232,0.0016232
222,up,0.00240377,0.00240377
223,poll,5.55e-07,0.00167959
223,conduct,0.00048967,0.00048967
223,country,0.000791509,0.000791509
223,decided,0.000173274,0.000173274
223,flag,6.89e-05,6.89e-05
223,new,0.00191463,0.00191463
224,manner,6.83e-05,6.81e-07
224,food,0.000149265,0.000141993
224,party,0.000152745,0.000152745
225,gilt,2.67e-05,9.93e-05
225,covered,0.000143049,0.000143049
225,frame,1.51e-05,1.51e-05
226,sine,6.93e-06,7.62e-05
226,angle,0.00052722,0.00052722
226,function,0.000453014,1.06e-07
226,function,0.00239923,0.00239923
226,mathematics,6.18e-05,6.18e-05
227,razor,2.86e-08,0.00529044
227,budget,0.000195294,0.000195294
227,fund,0.000190895,0.000190895
227,mayor,0.000172545,0.000172545
227,slash,1.97e-07,1.97e-07
227,turned,0.000431619,0.000431619
227,wanted,2.9e-07,2.9e-07
228,marx,0.0768104,0.000367531
228,german,0.000419141,0.000419141
228,karl,2.82e-07,2.82e-07
228,philosopher,0.000373512,0.000373512
229,meat,5.28e-08,0.00394607
229,butcher,0.000115481,0.000115481
229,glad,0.00525048,0.00525048
229,very,0.00387429,0.00387429
230,dye,2.02e-08,0.00346222
230,actress,0.00264633,0.00264633
230,gray,0.00567536,0.00567536
230,hair,0.0637067,0.0637067
230,saw,9.58e-07,9.58e-07
230,strands,1.11e-05,1.11e-05
230,thought,0.00205575,0.00205575
231,c's,9.4e-09,0.01616
231,even,0.000365792,0.000365792
231,hard,0.00612236,0.00612236
231,high,9.56e-05,9.56e-05
231,sing,6.38e-05,6.38e-05
231,soprano,1.52e-05,1.52e-05
232,c's,8.36e-08,0.01616
232,cannot,0.00544906,0.00544906
232,high,0.00332927,0.00332927
232,hit,6.71e-05,6.71e-05
232,make,2.76e-06,2.76e-06
232,novice,1.52e-06,1.52e-06
232,pirates,2.12e-07,2.12e-07
232,singers,1.1e-07,1.1e-07
232,terrible,6.32e-05,6.32e-05
233,principal,0.00110836,0.000878056
233,high,0.000120348,0.000120348
233,local,0.00310533,0.00310533
233,ms,7.05e-05,7.05e-05
233,school,0.210191,0.210191
233,wu,6.48e-09,6.48e-09
234,heir,4.85e-05,7.65e-05
234,human,0.000224432,0.664512
235,collar,7.22e-09,2.48e-07
235,id,9.6e-08,0.0158395
235,man,0.00202683,0.00202683
235,name,0.0155113,0.0155113
235,neck,4.52e-06,4.52e-06
235,put,0.000620472,0.000620472
235,shirt,0.00219247,0.00219247
236,heel,8.65e-09,2.58e-05
236,foot,0.0452936,0.0452936
236,injured,1.9e-05,1.9e-05
236,just,0.00291757,0.00291757
237,cell,4.54e-05,0.000403028
237,biology,4.27e-05,4.27e-05
237,keep,0.00477249,0.00477249
237,know,0.0975056,0.0975056
237,program,0.0071092,0.0071092
237,whether,0.0394558,0.0394558
238,flour,3e-07,4.04e-05
238,baking,6.31e-06,4.88e-06
238,different,0.0019351,0.0019351
238,kinds,0.0160069,0.0160069
238,use,0.00307563,0.00307563
239,watt,2.06e-07,0.0369958
239,bright,0.000302437,0.000302437
239,electrician,1.36e-05,1.36e-05
239,knows,0.00126441,0.00126441
239,spark,0.00171267,0.00171267
239,what's,0.0064478,0.0064478
240,taut,4.04e-08,0.000927329
240,learn,0.00106693,0.00106693
240,rope,5.99e-08,5.99e-08
240,tricks,5.02e-07,5.02e-07
241,meat,7.26e-05,1.33e-06
241,like,0.00138793,0.00138793
241,vegetarians,4.26e-08,4.26e-08
242,espresso,3.46e-06,0.00322565
242,like,0.00051742,0.00051742
242,dinner,0.00220349,0.00220349
243,knead,1.37e-08,2.02e-06
243,bakers,4.7e-07,4.7e-07
243,bread,0.000126703,0.000126703
243,dough,0.00265219,0.00265219
243,flour,1.54e-07,9.4e-08
243,make,0.0954655,0.0954655
243,milk,0.00935743,0.00935743
243,together,0.000371442,0.000371442
244,thyme,3.03e-06,0.000174702
244,chicken,1.38e-05,1.38e-05
244,creamy,3.01e-05,3.01e-05
244,favorite,0.00968672,0.00968672
244,flavored,0.000199283,0.000199283
244,meals,0.000895922,0.000895922
244,sauce,0.00791391,0.00791391
245,board,0.00430607,1.12e-07
245,company's,6.23e-05,6.23e-05
245,directors,0.237144,0.000380406
245,meeting,0.000443727,0.000443727
246,role,0.000470951,0.000737774
246,actors,4.37e-05,4.37e-05
246,great,0.00259491,0.00259491
246,movie,8.27e-05,8.27e-05
247,prophet,4.7e-08,0.00125414
247,atheism,4.42e-07,4.42e-07
247,non,5.71e-05,5.71e-05
247,organization,6.18e-07,3.56e-07
248,dye,3.77e-05,0.0007387
248,hair,0.000336875,0.000336875
248,like,0.0129243,0.0129243
248,not,0.404147,0.404147
248,people,0.0243702,0.0243702
249,manor,1.37e-06,2.15e-07
249,huge,0.00115824,0.00115824
249,live,0.000134249,0.000134249
249,people,0.0130225,0.0130225
249,those,6.46e-06,6.46e-06
249,wealthy,7.46e-06,7.46e-06
250,mimes,1.58e-07,3.31e-05
250,very,0.00423937,0.00367534
250,skilled,0.000106568,0.000106568
250,imitating,4.85e-06,4.85e-06
250,people,0.000249925,0.000249925
251,hymn,1.38e-06,0.0215989
251,perform,0.000491567,0.000491567
251,priest,1.58e-07,1.58e-07
251,song,0.0115617,0.0115617
251,wrote,4.39e-06,4.39e-06
252,break,1.54e-05,1.54e-07
252,leg,0.465875,8.09e-06
252,performance,0.000500816,0.000500816
253,deer,4.64e-08,0.000156094
253,pet,5.94e-05,5.94e-05
253,very,0.000507823,0.000507823
254,role,0.0441699,3.38e-07
254,leading,0.00778873,0.00778873
254,plays,0.000232843,0.000232843
254,show,0.00748198,0.00748198
254,television,0.000675071,0.000675071
255,salvation,6.56e-06,4.64e-07
255,minister,5.68e-05,5.68e-05
255,prayed,4.52e-05,4.52e-05
255,evil,5.67e-05,5.67e-05
255,woman's,2.7e-06,2.7e-06
256,sine,2.68e-05,0.000534506
256,above,0.000473031,0.000265614
256,hoping,0.00357615,0.00357615
256,prayed,9.96e-06,9.96e-06
256,tests,9.08e-07,9.08e-07
256,trigonometry,9.02e-08,9.02e-08
257,hare,1.04e-07,0.00590069
257,got,1.99e-06,1.99e-06
257,mad,0.000165815,0.000165815
257,magician,1.21e-05,1.21e-05
257,out,0.0017878,0.00776689
257,pulled,0.000483548,0.000483548
258,course,1.62e-06,0.000134765
258,class,1.78e-06,1.78e-06
258,just,0.0140908,0.0140908
258,liking,0.00913553,0.00913553
258,rough,6.34e-05,6.34e-05
258,stick,0.000163768,0.000163768
258,tried,0.00314017,0.00314017
259,daze,3.35e-05,0.000528799
259,end,0.000907693,0.000907693
259,having,0.000125695,0.000125695
259,longs,4.85e-08,4.85e-08
259,school,0.00155763,0.00155763
259,teacher,3.51e-05,3.51e-05
259,time,0.0815407,0.0815407
259,tough,0.00234481,0.00234481
260,pale,0.000309683,3.87e-08
260,looks,0.0083218,0.0083218
260,sick,0.00267741,4.3e-05
261,pore,1.27e-06,0.000401019
261,opening,8.85e-05,8.85e-05
261,skin,0.003312,0.003312
261,small,0.0346004,0.0346004
261,surface,0.00557898,0.00557898
261,very,0.00954129,0.00954129
262,inn,1.11e-05,0.052147
262,hotel,0.000977538,0.000977538
262,made,0.000253903,0.000253903
262,sleep,0.00248205,0.00248205
262,stayed,0.00033109,0.00033109
262,sure,0.0251408,0.0251408
263,inn,0.00275255,0.00336609
263,stayed,0.00136834,0.00136834
264,idol,3.98e-08,1e-05
264,celebrity,6.25e-06,6.25e-06
264,looking,0.00143755,0.00143755
264,realized,0.00478738,0.00478738
264,spent,0.000983558,0.000983558
264,time,0.429291,0.429291
264,want,0.149047,0.149047
265,can't,0.00229883,0.00357293
265,remember,0.006975,3.72e-05
265,time,0.0438017,0.0438017
265,happened,0.00136235,0.00136235
266,fare,6.22e-08,0.0141767
266,driver,0.000103957,0.000103957
266,insisted,9.39e-09,9.39e-09
266,toll,1.95e-05,1.95e-05
266,wasn't,0.000224782,0.000224782
267,maid,1.8e-08,0.00150574
267,clean,0.000233185,0.000233185
267,up,0.291375,0.291375
267,want,0.149047,0.149047
268,mourning,1.28e-05,3.61e-05
268,cried,0.000173829,0.000173829
268,up,0.389766,0.389766
268,woke,0.00667645,0.00667645
269,aloud,1.24e-05,0.00427151
269,mime,7.51e-06,7.51e-06
269,not,0.0283726,0.0283726
269,say,0.0226689,0.0226689
269,wanted,6.54e-07,6.54e-07
270,hi,2.42e-07,0.000292843
270,boy,0.000334479,0.000334479
270,instinctively,3.41e-05,3.41e-05
270,natural,0.00137992,0.00137992
270,people,0.000322238,0.000322238
270,waves,5.02e-07,5.02e-07
271,knows,0.00240331,4.89e-08
271,almost,0.000144613,9.08e-07
271,dictionary,6.38e-05,6.38e-05
271,word,0.00511064,0.00511064
272,cell,6.07e-06,3.57e-07
272,biology,1.39e-05,1.39e-05
272,learned,0.00067381,0.00067381
272,works,7.97e-06,0.000215656
273,see,0.0230716,0.00033102
273,able,0.00998838,0.00998838
273,clearly,0.000816105,2.07e-05
273,getting,0.00111267,0.00111267
273,glasses,5.02e-06,5.02e-06
274,ohms,2.61e-06,0.0576145
274,like,0.00051742,0.00051742
274,stay,0.0053027,0.0053027
274,current,9.64e-06,9.64e-06
274,electrifying,5.15e-07,5.15e-07
274,adventures,9.92e-06,9.92e-06
274,sherlock,0.00439061,0.00439061
275,thief,5.6e-05,4.52e-05
275,stole,0.000836827,3.18e-06
275,luggage,0.000260611,0.000260611
275,airport,0.00150353,0.00150353
276,braille,7.1e-08,4.51e-07
276,even,3.67e-05,3.67e-05
276,ashley,0.00274991,0.00274991
276,blind,0.000108825,0.000108825
276,under,0.000278334,0.000278334
276,arrest,0.000540865,0.000540865
276,still,0.00315405,0.00315405
276,hope,8.12e-06,8.12e-06
276,out,0.00285679,0.00285679
277,glittering,1.04e-06,8.93e-07
277,tinker,2.3e-07,2.3e-07
277,bell,1.15e-05,1.15e-05
277,arrested,0.000550856,0.000550856
277,being,0.0171379,0.0171379
277,suspiciously,7.84e-07,7.84e-07
277,high,0.004472,0.004472
277,end,0.00441544,0.00441544
277,only,0.00616306,0.00616306
277,fined,7.67e-06,7.67e-06
278,irrigation,2.02e-07,3.67e-07
278,artificial,3.74e-05,3.74e-05
278,application,3.39e-05,3.39e-05
278,water,0.00112689,0.00112689
278,land,0.000603873,0.000603873
278,soil,5.19e-05,5.19e-05
279,whirled,1.61e-07,0.000622365
279,astronaut,0.000107909,0.000107909
279,gets,5.91e-05,5.91e-05
279,take,0.00200432,0.00200432
279,turn,0.00412682,0.00412682
279,traveler,4.48e-06,5.68e-06
280,seize,2.34e-06,1.96e-06
280,arm,0.0712134,0.00180221
280,run,0.00318966,0.00318966
280,away,0.038537,0.038537
281,habit,0.0105918,2.68e-08
281,smoking,2.17e-06,2.17e-06
281,bad,0.00120735,0.00120735
282,temper,0.0060875,1.3e-07
282,bad,0.00126906,0.00126906
282,easily,0.00192721,0.00192721
282,angered,2.75e-05,2.75e-05
283,libel,6.23e-06,8.3e-05
283,write,0.00176126,0.00176126
283,bad,8.65e-05,8.65e-05
283,things,0.00745375,0.00745375
283,sue,0.000210366,7.3e-05
284,thief,4.38e-07,0.162292
284,robber,9.87e-06,9.87e-06
284,baron,0.0047609,0.0047609
284,commander,7.86e-05,7.86e-05
285,pest,1.23e-06,0.00274276
285,children,0.000706022,0.000706022
285,behavior,5.96e-05,0.0137098
286,auntie,1.91e-07,3.26e-06
286,uncles,0.0038744,0.0038744
286,bet,4.82e-06,4.82e-06
286,get,0.00442361,0.00442361
286,married,0.00434599,0.00434599
286,upped,1.56e-07,1.56e-07
287,raven,7.82e-06,9.94e-06
287,large,0.00552909,0.00552909
287,black,0.00370328,0.00370328
287,bird,0.0010044,0.0010044
288,shave,1.02e-06,2.49e-06
288,boss,0.00207698,0.00207698
288,not,0.29367,0.29367
288,tolerate,0.000149743,0.000149743
288,beards,8.55e-07,8.55e-07
288,mustaches,7.5e-07,7.5e-07
288,real,0.00551477,0.00551477
288,driver,2.24e-05,0.00208037
289,alcohol,1.58e-06,1.92e-07
289,burns,4.24e-06,7.92e-06
289,easily,0.00351256,0.00351256
290,doubling,9.25e-07,2.07e-09
290,amount,0.0047118,0.0047118
290,business,0.00159928,0.00159928
290,makes,0.000143394,0.000143394
290,year,0.034373,0.034373
291,plants,1.66e-05,1.76e-06
291,twin,4.52e-05,4.52e-05
291,girls,0.00397797,0.00397797
291,rented,2.58e-06,2.58e-06
291,flora,3.37e-06,3.37e-06
291,offices,2.86e-05,2.86e-05
291,called,0.0018815,0.0018815
291,business,0.00102969,0.00102969
291,sisterhood,6.56e-08,6.56e-08
291,traveling,3.47e-05,3.47e-05
292,flea,1.49e-07,0.0155354
292,pet,2.35e-05,2.35e-05
292,store,0.000558732,0.000558732
292,buy,7.62e-05,7.62e-05
292,dog,7.73e-05,7.73e-05
292,get,0.00019186,0.00019186
293,spur,0.000309299,3.89e-06
293,boss,5.1e-05,5.1e-05
293,called,0.0025704,0.0025704
293,workers,0.000117092,0.000117092
293,together,0.000621486,0.000621486
293,moment,0.000534063,0.000534063
294,dublin,2.07e-09,9.25e-07
294,irish,1.01e-07,1.01e-07
294,rich,0.000126182,0.000126182
294,capital,0.000421982,0.000421982
295,lot,0.152071,6.39e-07
295,decided,0.000965433,0.000965433
295,leave,0.0170948,0.0170948
295,car,0.038191,0.038191
295,parking,2.3e-05,2.3e-05
296,caesars,5.98e-09,2.9e-05
296,young,0.00380236,0.00380236
296,boy,0.0286134,0.0286134
296,brutus',0.00129238,0.00129238
296,mother,0.000117062,0.000117062
296,cautioned,1.64e-05,1.64e-05
296,not,0.00299536,0.00299536
296,run,0.00180346,0.00180346
297,revolution,0.0924293,3.94e-06
297,industrial,7.36e-05,7.36e-05
297,changed,0.00537734,2.81e-05
297,people,0.00489586,0.00489586
297,worked,0.000197417,0.000197417
297,lived,0.0214798,0.0214798
298,presence,7.19e-05,1.71e-05
298,christmas,3.52e-07,3.52e-07
298,people's,0.0909741,0.0909741
299,grime,0.00073231,6.06e-05
299,city's,7.17e-05,7.17e-05
299,buildings,4.94e-05,4.94e-05
299,covered,0.000773808,0.000773808
300,aiken,0.020265,3.76e-06
300,clay,9.57e-07,9.57e-07
300,rose,0.000165467,5.84e-05
300,fame,0.00630487,0.00630487
300,won,0.00357195,0.00357195
300,american,3.14e-08,3.14e-08
300,idol,4.85e-06,4.85e-06
301,espresso,1.01e-08,0.00313465
301,why,4.92e-05,4.92e-05
301,italians,0.000856363,0.000856363
301,good,0.00182077,0.00182077
301,making,0.0143694,0.0143694
301,coffee,0.000715229,0.000715229
301,really,0.00116201,0.00116201
301,know,0.00942343,0.00942343
302,offer,0.000262133,4.45e-06
302,very,0.00911394,0.00911394
302,considerate,8.18e-05,8.18e-05
302,give,0.00862041,0.00316947
302,ride,0.000674912,0.000674912
303,irrigation,1.45e-06,0.000660083
303,neighbor's,0.000108712,0.000108712
303,sprinkler,1.87e-06,1.87e-06
303,constant,0.00241929,0.00241929
304,liable,0.000405071,9.81e-07
304,rental,3e-07,3e-07
304,contracts,3.21e-05,3.21e-05
304,state,0.0001239,0.0001239
304,tenants,2.28e-05,2.28e-05
304,damages,0.0100272,0.000174585
304,cause,0.000428741,0.000428741
304,property,0.000422636,0.000422636
305,incisor,2.53e-06,0.00136886
305,dentist,5e-05,5e-05
305,convicted,0.00190589,0.00190589
305,trading,2.45e-05,0.164959
306,source,3.44e-05,0.364048
306,crop,0.00022366,0.00022366
306,destroyed,0.000442173,0.000442173
306,cranberry,5.36e-08,5.36e-08
307,mimes,3.44e-07,0.000148943
307,quietest,5.09e-06,5.09e-06
307,burglars,3.37e-06,3.37e-06
307,history,0.00152986,0.00152986
307,new,0.000390851,0.000390851
307,york,2.27e-06,2.27e-06
307,city,7.52e-05,7.52e-05
307,newspapers,7.74e-05,7.74e-05
307,called,0.00377275,0.00377275
307,criminal,2.54e-06,2.54e-06
308,ream,1.96e-07,8.84e-05
308,brand,1.7e-05,1.7e-05
308,name,0.199439,0.199439
308,highest,0.000635923,0.000635923
308,quality,0.032356,0.032356
308,copy,7e-05,7e-05
308,paper,0.00233806,0.00233806
308,money,0.00317606,0.00317606
308,buy,0.15388,0.15388
308,crop,7.23e-05,7.23e-05
309,scissors,0.000107371,1.93e-08
309,hairdressers,1.24e-07,1.24e-07
309,use,0.000122474,0.000122474
309,cut,0.229289,0.00105482
309,people's,0.00033158,0.00033158
309,hair,0.000608174,0.000608174
310,order,0.0192735,3.22e-06
310,arranged,9.88e-05,9.88e-05
310,newspapers,6.32e-05,6.32e-05
310,dates,4.79e-05,4.79e-05
311,crank,1.14e-06,0.000239345
311,people,0.0458858,0.0458858
311,get,0.0219218,0.0219218
311,up,0.0191973,0.0191973
311,work,0.00880903,0.00880903
311,dawn,3.82e-05,0.245687
312,purchase,0.000648637,2.75e-08
312,decided,0.0013118,0.0013118
312,new,0.0615639,0.00320794
312,car,0.00621845,0.00621845
313,sperm,1.85e-05,1.56e-06
313,decided,0.000965433,0.000965433
313,donate,0.000904627,0.000904627
314,fillings,4.56e-06,1.51e-05
314,dentist,0.000118969,0.000118969
314,replaced,1.09e-05,1.09e-05
314,lost,0.00291441,0.00291441
315,orifice,8.26e-07,0.00143566
315,dentists,2.32e-07,2.32e-07
315,like,0.0142077,0.0142077
315,hard,0.000703352,0.000703352
315,day,0.0281796,0.0281796
316,magnet,1.2e-05,1.58e-06
316,desk,0.012446,0.012446
316,holds,0.000164231,0.000164231
316,paper,8.52e-05,8.52e-05
316,clips,0.000987896,0.000987896
317,flea,1.56e-06,1.66e-07
317,dog,0.000370699,0.000370699
317,fleas,1.56e-06,1.66e-07
318,sillier,1.34e-07,3.1e-07
318,drinks,0.000112161,0.000112161
318,wine,0.000503828,0.000503828
318,starts,0.000339149,0.000339149
318,acting,6.37e-05,6.37e-05
319,lion,3.25e-05,0.211981
319,circus,2.82e-05,2.82e-05
319,truck,6.36e-06,6.36e-06
319,driver,0.0283825,0.0283825
319,refused,0.000654927,0.000654927
319,tow,7.02e-06,7.02e-06
320,sauce,0.00683054,2.53e-05
320,love,3.38e-05,3.38e-05
320,eat,0.00497008,0.00497008
320,chocolate,0.00060975,0.00060975
320,vanilla,2.66e-07,2.78e-07
320,ice,0.0708466,0.0708466
320,cream,0.833078,0.833078
321,caesars,0.00463529,0.00463529
321,owner,9.7e-05,9.7e-05
321,behaves,4.78e-07,4.78e-07
321,like,0.124745,0.124745
321,employees,0.00017719,0.00017719
322,bonus,0.000113105,2.9e-06
322,company,0.000675058,0.000675058
322,pays,0.000357126,0.000357126
322,end,0.0648069,0.0648069
322,year,0.00412574,0.00412574
323,hosta,1.02e-08,0.000346739
323,garden,0.000296225,0.000296225
323,club,7.52e-05,7.52e-05
323,visited,1.42e-05,1.42e-05
323,nursery,3.75e-05,3.75e-05
323,found,0.000716748,0.000716748
323,environment,6.7e-05,0.0781967
324,tooth,0.000140615,5.4e-05
324,dentist,2.27e-05,2.27e-05
324,examines,4.04e-06,4.04e-06
324,time,0.122765,0.122765
325,epoch,3.15e-07,1.2e-08
325,grandparents,3e-07,3e-07
325,faces,3.42e-05,3.42e-05
325,full,0.000885939,0.000885939
325,marks,2.47e-05,0.412343
326,hobbit,8.04e-08,1.91e-05
326,favorite,0.00122544,0.00122544
326,creatures,1.42e-05,1.42e-05
326,lord,8.15e-07,8.15e-07
326,rings,2.35e-05,2.35e-05
327,altitude,0.0102813,0.000250491
327,airplane,2.4e-06,2.4e-06
327,flying,0.00010679,0.00010679
327,35000,8.32e-05,4.7e-05
327,feet,9.62e-05,9.62e-05
328,grammatic,6.96e-08,0.00164569
328,english,1.67e-06,1.67e-06
328,teacher,3.34e-05,3.34e-05
328,felt,0.00170659,0.00170659
328,odd,0.000192326,0.000192326
328,being,0.0166328,0.0166328
328,fired,0.000214276,0.000214276
328,post,8.07e-07,8.07e-07
328,stress,4.62e-05,0.667041
328,disorder,0.000400378,0.332441
329,littering,1.09e-07,4.16e-07
329,caught,0.000938337,0.000938337
329,pay,0.0155524,0.0155524
329,fine,0.0189398,0.0189398
330,odor,2.13e-05,0.000236082
330,old,0.000570388,0.000283908
330,fish,0.000221759,0.000221759
330,filled,1.47e-05,1.47e-05
330,air,0.0970052,0.0970052
331,fuchsia,1.86e-07,0.000758056
331,favorite,0.000627636,0.000627636
331,flower,0.00450826,0.00450826
332,bloom,1.67e-05,0.000182938
332,flower,0.000136395,0.000136395
332,show,0.019026,0.019026
332,prize,0.00137241,0.00137241
332,ribbon,2.43e-06,0.00493645
333,scents,3.79e-05,3.79e-05
333,flowers,0.0301875,0.0301875
333,relaxes,1.89e-07,1.89e-07
