punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,KL,m1Focus,m2Focus
identical,184,nonpun,-31.4518406144,-47.6103848027,16.442661512,-1.871925124,1.0,2.43965313001e-17,9.33218328337e-16,1.75013527684,6.96467682816,8.714812105,taught;college;mathematics;students,
identical,185,nonpun,-34.0555279241,-45.0979449174,14.881421001,-2.154793015,1.0,9.99652403875e-14,3.09227496613e-12,1.2982360029,6.4313237702,7.7295597731,marks;high;high;school,
identical,186,nonpun,-29.2484406372,-41.8082222942,14.03226253,-1.712172028,1.0,9.97711563715e-14,3.08654813733e-12,1.034800976,6.14745819479,7.18225917079,high;feet;statue;ten,
identical,187,nonpun,-15.9513193208,-29.30861335,15.785733098,-1.425062618,1.0,1.26505406699e-16,4.7419104196e-15,1.61276667136,6.872280219,8.48504689036,days;seven;week,
identical,188,nonpun,-45.6096524669,-56.8206026408,13.567385677,-1.845232525,0.999999999999,1.01269690929e-12,2.89817069294e-11,1.20109291895,6.39092991716,7.59202283611,pros;cons,
identical,189,nonpun,-39.8725982679,-40.1769600296,12.718203733,-1.73993007,0.999999709314,2.90686007047e-07,4.66580750029e-06,0.793436599865,5.90728377143,6.7007203713,plain;beautiful,
identical,190,nonpun,-13.1036213057,-20.2877403982,12.156518967,-1.610493366,0.999999999334,6.65701557538e-10,1.47320950028e-08,0.751167487003,5.86229657244,6.61346405944,damn,
identical,191,nonpun,-21.5764860494,-30.8498576825,14.422331035,-1.414488394,0.999999999993,7.37214857269e-12,1.96344686832e-10,1.20685982388,6.35609075504,7.56295057892,hurts;fell;leg,
identical,192,nonpun,-43.7684905255,-43.1283486303,11.763576261,-1.198514076,0.999989265488,1.07345119901e-05,0.000133559240658,0.765726220171,5.88063039001,6.64635661018,roll,dress
identical,193,nonpun,-21.8239188914,-22.570900383,15.141310469,-1.318663251,0.999999947472,5.25281100605e-08,9.32999949603e-07,1.38895413049,6.63407758984,8.02303172033,caller;bank;phone,
identical,194,nonpun,-27.5552441277,-33.257961023,14.156180791,-1.132426441,0.999999999903,9.67710125791e-11,2.32818223088e-09,0.96504093642,6.08334347159,7.04838440801,steel;made;ship;wood,
identical,195,nonpun,-27.1908367429,-33.599860722,14.734806436,-2.630904714,0.999999999995,4.61938842516e-12,1.25188959027e-10,1.52227050491,6.65804394627,8.18031445119,die;attack;heart;scared,
identical,196,nonpun,-20.5499148163,-31.3076186377,13.177787323,-1.119101515,0.999999999998,1.60381015642e-12,4.51611291957e-11,0.870678598414,5.98929551245,6.85997411086,waste;time,
identical,197,nonpun,-51.8004823428,-55.910575262,11.926560855,-1.45455701,0.999999730212,2.69787801054e-07,4.35049825125e-06,0.712712641208,5.82601192328,6.53872456449,feat,
identical,198,nonpun,-38.4075978758,-46.9146972541,12.271844785,-1.972614283,0.999999999989,1.10581474627e-11,2.90031480031e-10,0.808982310515,5.92085434035,6.72983665086,allowed;use,
identical,199,nonpun,-18.7917434354,-31.9106133806,14.597362559,-0.195400035,1.0,7.29443516692e-14,2.27944114911e-12,0.87914540084,5.99802484201,6.87717024285,pale;looks;sick,sick
identical,200,nonpun,-27.1881287933,-31.8461770218,12.938804769,-0.040837291,0.999999994507,5.49329068803e-09,1.09974242341e-07,0.694648876891,5.80839188932,6.50304076621,manner;food,food
identical,201,nonpun,-53.0656518987,-59.1600768232,16.569899911,-2.571315952,0.999999999582,4.17809120691e-10,9.44081340224e-09,1.78705380855,6.95657944788,8.74363325643,cash;bought;chips;stocks;ten,
identical,202,nonpun,-25.3282692907,-38.1909499685,13.352481536,-0.756013443,1.0,2.56904242546e-13,7.7045783473e-12,0.776666453195,5.89186679119,6.66853324439,rain;city;fell,city
identical,203,nonpun,-17.8733220201,-27.9023738402,14.849080031,-1.058255877,1.0,6.02074465707e-15,2.03246873348e-13,1.19464747457,6.32661277827,7.52126025284,time;lunch;meeting,
identical,204,nonpun,-33.5810344387,-45.6382198831,14.082789681,-3.236772438,1.0,4.67420365848e-15,1.58896314767e-13,1.17985653581,6.28503800948,7.4648945453,poor;afford;buy;cannot;family,
identical,205,nonpun,-48.8775343371,-58.7874718475,16.54145805,-2.262126416,1.0,1.08039007805e-13,3.33366800576e-12,1.5447646633,6.72329944544,8.26806410874,guilt;accused;innocence;jury;person,
identical,206,nonpun,-34.7705202954,-38.9766213563,11.261700457,-1.857735147,0.999999990281,9.71949772833e-09,1.89035793247e-07,0.702253997563,5.81595616145,6.51821015902,err,
identical,207,nonpun,-36.8244101558,-42.3282330718,17.962888531,-2.599560614,0.999999999998,2.29270417154e-12,6.37401489686e-11,2.26457564157,7.54284438132,9.80742002289,sun;evening;morning;rises;sets,
identical,208,nonpun,-33.4201612125,-47.7775011343,16.967975379,-1.898315051,1.0,1.11247367827e-18,4.59896013401e-17,1.92649528966,7.18251631223,9.10901160189,seas;high;mid-atlantic;ship,
identical,209,nonpun,-37.2919169722,-45.1289221277,11.856588705,-1.991128371,0.999999999996,3.79459965195e-12,1.03582896311e-10,0.731521497567,5.84401033419,6.57553183176,what,
identical,210,nonpun,-51.8546629529,-63.9826682112,12.078108805,-2.749549403,0.999999999992,7.91389978597e-12,2.10212278125e-10,1.1034703952,6.2223456298,7.325816025,raiser;fund,
identical,211,nonpun,-19.251223934,-31.7647824105,12.673500163,-0.622480047,1.0,6.99091249858e-15,2.34857362658e-13,0.703574834204,5.81707736793,6.52065220213,not,
identical,212,nonpun,-24.5953726774,-43.1410085885,12.083587097,-3.665923748,1.0,1.13956019982e-16,4.29442974059e-15,0.966815516589,6.07005133465,7.03686685124,would;let;not,
identical,213,nonpun,-40.0928666844,-53.0521571777,16.968171873,0.016266416,1.0,4.3255504619e-13,1.2746981396e-11,1.22914375361,6.45077086164,7.67991461525,grater;cheese;cheese;slices,cheese;cheese
identical,214,nonpun,-15.0016907009,-23.3808100726,12.789014834,-1.169686027,0.999999999997,3.39848895064e-12,9.31446360667e-11,0.759403779945,5.87173678586,6.6311405658,i;know,
identical,215,nonpun,-26.4066985815,-33.660051882,15.851575813,-1.203009537,0.999999999977,2.27836210736e-11,5.81095713607e-10,1.32441355415,6.51872338986,7.84313694401,sell;car;good;price,
identical,216,nonpun,-45.6295098655,-46.6713779048,12.503028627,-3.509469633,0.999999995826,4.17358596596e-09,8.47007996545e-08,1.10257958444,6.21590484352,7.31848442796,cent;borrow;stingy,
identical,217,nonpun,-20.1971172405,-27.120197865,13.723287154,-0.59209063,0.999999961588,3.84118890116e-08,6.94291006565e-07,0.798551589181,5.91431982585,6.71287141503,coarse;hair,
identical,218,nonpun,-10.010299057,-25.3296167197,14.12621052,-0.70352613,1.0,3.90162967196e-14,1.24358906796e-12,1.06977413403,6.20620240102,7.27597653505,dear;friend,
identical,219,nonpun,-14.6516737405,-28.1574173458,11.941176087,-1.52976422,1.0,6.94958091405e-15,2.33551403322e-13,0.708119615729,5.82137553586,6.52949515159,be,
identical,220,nonpun,-19.4442527595,-35.0104668512,14.300335168,0.538906406,1.0,3.33471439929e-14,1.06823975818e-12,0.910144888635,6.04278142363,6.95292631226,break;leg;performance,performance
identical,221,nonpun,-49.4435010296,-56.9723075545,17.475409253,-2.940895302,1.0,1.86002028604e-15,6.48648764467e-14,2.15347429395,7.4305268959,9.58400118985,flower;growing;picked;pretty;weeds,
identical,222,nonpun,-27.0632659492,-26.9744006295,15.205742496,-1.468540662,0.999999992469,7.53079812655e-09,1.48388840441e-07,1.22928293778,6.36405332032,7.5933362581,fair;game;not;rules,
identical,223,nonpun,-29.0566516609,-41.4672981203,14.056733336,-2.347090838,1.0,4.43946613384e-13,1.30710726893e-11,1.26231420926,6.43709405139,7.69940826066,heal;time;wounds,
identical,224,nonpun,-44.517024459,-60.3316971444,11.137047733,-2.450057639,1.0,1.30630163897e-15,4.6101284086e-14,0.736749404139,5.85038707591,6.58713648005,him;john,
identical,225,nonpun,-29.8085456798,-45.6816979044,13.602525335,-1.268474199,1.0,1.80015031906e-21,8.59867304083e-20,0.949652983358,6.06074429552,7.01039727888,knows;dictionary;word,word
identical,226,nonpun,-37.2650682643,-42.6350940441,15.081665786,0.946662169,0.999999999974,2.63557899396e-11,6.68365273549e-10,1.26086734937,6.33201364549,7.59288099487,in;close;come;door;room,door;room
identical,227,nonpun,-22.8423675066,-29.795482035,14.217119595,-1.392820795,0.999999999851,1.49326328885e-10,3.52781765787e-09,0.981652694665,6.11348270464,7.0951353993,idle;doing;just;sitting,
identical,228,nonpun,-16.68622717,-26.5148439961,13.827388061,-0.525779941,1.0,4.6532804219e-13,1.36788762925e-11,0.908997290734,6.02980662761,6.93880391835,made;cake,
identical,229,nonpun,-23.9403554306,-26.55837948,12.441452209,-1.312583537,0.999999998592,1.40796834559e-09,3.01039373746e-08,0.729411834337,5.8422748526,6.57168668693,none,
identical,230,nonpun,-23.011767554,-29.7674326065,18.083709693,-1.384966677,1.0,1.28263907451e-13,3.93570463829e-12,1.84037078985,7.13399105006,8.97436183991,morning;shining;sun;up;woke,
identical,231,nonpun,-34.1908343981,-42.4066936285,13.278461883,-2.824964499,0.999999999995,5.18502845406e-12,1.39919313381e-10,1.09963790841,6.20119364327,7.30083155168,meet;able;finally;pals,
identical,232,nonpun,-58.5501977923,-67.8885955856,14.72403731,-3.915723663,1.0,1.58555604936e-14,5.19690685121e-13,1.49035718963,6.60537432623,8.09573151586,real;counterfeit;diamond;just;very,
identical,233,nonpun,-29.3513933588,-37.8150881309,16.474636945,-1.260861434,0.999999999999,6.9514592008e-13,2.0155480575e-11,1.77165702214,7.11194572172,8.88360274386,pair;matching;socks,
identical,234,nonpun,-34.5324241353,-47.7475135272,15.377014378,-0.859521856,1.0,4.02692687871e-13,1.18957698997e-11,1.13182049432,6.28790188589,7.41972238021,prey;eagle's;easily;mouse,eagle's
identical,235,nonpun,-35.672680016,-37.5264182767,15.92893487,-1.802324964,0.999999995852,4.14788314947e-09,8.42047975375e-08,1.46433925255,6.65211790943,8.11645716199,route;faster;home;take;way,
